33,12,"Pas mémorable, mais pas honteux non plus.",2024-05-05,3
262,12,Très bonne soirée dans l'ensemble.,2024-04-10,4
182,12,Ce repas restera dans les annales de l'ordre.,2024-04-21,5
46,12,"Digne de notre Ordre, bravo.",2024-04-18,4
43,12,La tradition honorée avec brio.,2024-05-04,4
222,12,"Rien d'exceptionnel, mais je suis repu.",2024-04-29,3
5,12,Je n'aurais pas dû venir.,2024-04-27,1
275,12,La raclette sauvait un peu le tout.,2024-04-17,3
38,17,Correct sans être mémorable.,2024-04-28,3
280,17,La raclette coulait avec une grâce infinie.,2024-04-28,5
207,17,"Ni bon ni mauvais, dans la moyenne.",2024-04-21,3
15,17,La tradition honorée avec brio.,2024-04-16,4
166,17,"Bon festin, ambiance au rendez-vous.",2024-04-14,4
135,17,La tradition n'était pas respectée.,2024-05-01,2
242,17,Le meilleur mélange tenders-raclette jamais goûté.,2024-05-02,5
17,17,Le meilleur mélange tenders-raclette jamais goûté.,2024-04-14,5
288,17,Presque parfait.,2024-05-06,4
172,17,"Décevant, on peut faire mieux.",2024-04-21,2
213,17,Je serais au paradis si ce repas durait éternellement.,2024-05-12,5
179,17,Une honte culinaire.,2024-05-11,1
13,17,"Bon festin, ambiance au rendez-vous.",2024-04-16,4
84,17,La raclette coulait avec une grâce infinie.,2024-04-21,5
215,17,Le fromage était masqué par la verdure.,2024-05-05,2
33,17,"Bof, rien d'exceptionnel.",2024-04-20,2
74,17,"Rien d'exceptionnel, mais je suis repu.",2024-04-18,3
191,17,Les tenders compensaient le reste.,2024-05-02,3
121,17,Un désastre fromager.,2024-04-21,1
41,17,"Pas mémorable, mais pas honteux non plus.",2024-05-09,3
30,17,Trop peu de raclette pour compenser.,2024-04-20,2
199,24,Je serais au paradis si ce repas durait éternellement.,2024-04-27,5
75,24,Trop peu de raclette pour compenser.,2024-05-05,2
189,24,"Magnifique soirée, la tradition honorée.",2024-05-07,5
274,24,"Bof, rien d'exceptionnel.",2024-05-21,2
173,24,"Moyen, comme souvent quand il y a des légumes.",2024-05-15,3
265,24,Je serais au paradis si ce repas durait éternellement.,2024-04-25,5
62,24,Trop peu de raclette pour compenser.,2024-05-17,2
86,24,"Bon festin, ambiance au rendez-vous.",2024-05-19,4
198,24,Je serais au paradis si ce repas durait éternellement.,2024-05-01,5
222,24,Je n'aurais pas dû venir.,2024-04-30,1
32,24,Très bonne soirée dans l'ensemble.,2024-05-08,4
70,24,"Belle soirée, le fromage coulait bien.",2024-05-07,4
233,24,Digne des plus grands banquets de notre ordre !,2024-05-02,5
179,24,Un désastre fromager.,2024-05-01,1
231,24,Le pire repas de ma vie de tenrac.,2024-05-08,1
156,24,Très bonne soirée dans l'ensemble.,2024-04-27,4
220,24,"Très bon repas, la raclette était généreuse.",2024-05-14,4
15,24,Très bonne soirée dans l'ensemble.,2024-05-20,4
82,24,"Très bon repas, la raclette était généreuse.",2024-04-26,4
167,8,Déçu par ce choix culinaire.,2024-05-27,2
265,8,"Raclette fondante, tenders croustillants.",2024-06-06,4
264,8,La raclette était parfaitement fondante.,2024-05-28,4
285,8,Trop peu de raclette pour compenser.,2024-06-19,2
71,8,"Parfait, absolument parfait !",2024-05-27,5
176,8,"Raclette fondante, tenders croustillants.",2024-05-22,4
257,8,Trop peu de raclette pour compenser.,2024-05-30,2
54,8,La raclette était parfaitement fondante.,2024-05-31,4
280,8,Trop peu de raclette pour compenser.,2024-06-13,2
189,8,Très bonne soirée dans l'ensemble.,2024-06-12,4
116,8,Presque parfait.,2024-05-26,5
292,8,Déçu par ce choix culinaire.,2024-05-31,2
175,8,Le meilleur mélange tenders-raclette jamais goûté.,2024-06-21,5
48,8,"Très bon repas, la raclette était généreuse.",2024-06-09,4
140,8,La raclette coulait avec une grâce infinie.,2024-05-23,5
260,8,"Exceptionnel, je suis comblé.",2024-05-23,5
125,8,"Moyen, comme souvent quand il y a des légumes.",2024-06-09,3
105,8,"Bof, rien d'exceptionnel.",2024-06-07,2
165,8,Manquait cruellement de fromage.,2024-05-27,2
136,8,"Décevant, on peut faire mieux.",2024-06-21,2
204,8,"Rien d'exceptionnel, mais je suis repu.",2024-05-24,3
23,8,"Belle soirée, le fromage coulait bien.",2024-05-24,4
42,8,"Digne de notre Ordre, bravo.",2024-05-24,4
101,8,Le meilleur mélange tenders-raclette jamais goûté.,2024-06-03,5
259,8,Presque parfait.,2024-06-21,4
9,15,Vive l'Ordre et vive le fromage !,2024-07-29,5
100,15,"Digne de notre Ordre, bravo.",2024-08-10,4
138,15,"Parfait, absolument parfait !",2024-08-10,5
290,15,Je serais au paradis si ce repas durait éternellement.,2024-08-04,5
119,15,Les tenders compensaient le reste.,2024-08-09,3
44,15,"Rien d'exceptionnel, mais je suis repu.",2024-08-01,3
163,15,Ce repas restera dans les annales de l'ordre.,2024-07-28,5
43,15,"Bon festin, ambiance au rendez-vous.",2024-07-29,4
175,15,Ce repas restera dans les annales de l'ordre.,2024-08-03,5
284,15,Digne des plus grands banquets de notre ordre !,2024-08-12,5
276,15,Les tenders étaient excellents ce soir.,2024-08-05,4
69,15,Correct sans être mémorable.,2024-08-20,3
274,15,Les légumes ont pris trop de place.,2024-07-22,2
70,15,La raclette était parfaitement fondante.,2024-08-10,4
248,15,Vive l'Ordre et vive le fromage !,2024-07-25,5
204,6,Presque parfait.,2024-08-28,4
15,6,Je n'aurais pas dû venir.,2024-08-27,1
132,6,Les tenders étaient excellents ce soir.,2024-08-15,4
296,6,"Bon festin, ambiance au rendez-vous.",2024-09-08,4
249,6,"Ni bon ni mauvais, dans la moyenne.",2024-09-08,3
175,6,La tradition honorée avec brio.,2024-08-22,4
203,6,La raclette sauvait un peu le tout.,2024-08-16,3
115,6,"Bof, rien d'exceptionnel.",2024-09-06,2
257,6,Très bonne soirée dans l'ensemble.,2024-09-02,4
65,6,Les tenders étaient excellents ce soir.,2024-08-30,4
4,6,La raclette coulait avec une grâce infinie.,2024-08-11,5
254,6,La raclette coulait avec une grâce infinie.,2024-08-20,5
176,6,Le pire repas de ma vie de tenrac.,2024-09-10,1
300,6,Acceptable pour un soir ordinaire.,2024-08-19,3
63,6,Presque parfait.,2024-09-08,4
27,6,Presque parfait.,2024-09-03,4
185,6,La raclette coulait avec une grâce infinie.,2024-08-15,5
236,6,Ce repas restera dans les annales de l'ordre.,2024-08-20,5
186,6,"Digne de notre Ordre, bravo.",2024-08-17,4
216,6,"Exceptionnel, je suis comblé.",2024-08-17,5
162,6,Ce repas restera dans les annales de l'ordre.,2024-08-27,5
184,6,Presque parfait.,2024-08-19,5
111,6,"Moyen, comme souvent quand il y a des légumes.",2024-08-13,3
230,6,"Magnifique soirée, la tradition honorée.",2024-09-06,5
99,16,Le fromage était masqué par la verdure.,2024-08-14,2
93,16,"Moyen, comme souvent quand il y a des légumes.",2024-08-23,3
196,16,Acceptable pour un soir ordinaire.,2024-09-02,3
32,16,La raclette sauvait un peu le tout.,2024-08-18,3
213,16,Presque parfait.,2024-08-30,5
193,16,La raclette était froide et insipide.,2024-08-30,1
257,16,"Très bon repas, la raclette était généreuse.",2024-08-16,4
136,16,Le pire repas de ma vie de tenrac.,2024-09-12,1
90,16,Acceptable pour un soir ordinaire.,2024-08-30,3
287,16,"Parfait, absolument parfait !",2024-09-08,5
189,16,Correct sans être mémorable.,2024-08-31,3
36,16,Manquait cruellement de fromage.,2024-08-17,2
152,16,Trop peu de raclette pour compenser.,2024-08-17,2
63,16,"Très bon repas, la raclette était généreuse.",2024-08-22,4
258,16,Correct sans être mémorable.,2024-09-10,3
165,16,"Très bon repas, la raclette était généreuse.",2024-09-10,4
29,16,"Bon festin, ambiance au rendez-vous.",2024-08-19,4
195,16,Déçu par ce choix culinaire.,2024-09-03,2
27,16,Je serais au paradis si ce repas durait éternellement.,2024-08-24,5
199,25,La raclette coulait avec une grâce infinie.,2024-09-13,5
153,25,La raclette était froide et insipide.,2024-09-04,1
56,25,"Belle soirée, le fromage coulait bien.",2024-09-14,4
239,25,Déçu par ce choix culinaire.,2024-09-12,2
294,25,Digne des plus grands banquets de notre ordre !,2024-09-10,5
167,25,Pas à la hauteur des attentes.,2024-09-13,2
125,25,"L'ensemble était équilibré, je suppose.",2024-08-16,3
229,25,"Belle soirée, le fromage coulait bien.",2024-09-08,4
137,25,"Exceptionnel, je suis comblé.",2024-09-10,5
225,25,Trop peu de raclette pour compenser.,2024-09-10,2
289,25,Quelques légumes mais ça passe.,2024-08-24,3
293,25,Acceptable pour un soir ordinaire.,2024-09-10,3
177,25,"Ni bon ni mauvais, dans la moyenne.",2024-08-28,3
128,25,"Parfait, absolument parfait !",2024-09-12,5
234,25,La raclette était parfaitement fondante.,2024-08-23,4
257,25,Je n'aurais pas dû venir.,2024-09-11,1
295,25,Presque parfait.,2024-08-27,5
141,25,Ce repas restera dans les annales de l'ordre.,2024-09-11,5
173,25,Le meilleur mélange tenders-raclette jamais goûté.,2024-08-23,5
25,25,Une honte culinaire.,2024-09-06,1
94,25,Quelques légumes mais ça passe.,2024-08-28,3
64,25,"Exceptionnel, je suis comblé.",2024-08-24,5
11,25,Les légumes ont pris trop de place.,2024-09-15,2
220,25,Les tenders étaient excellents ce soir.,2024-08-27,4
255,25,Très bonne soirée dans l'ensemble.,2024-08-28,4
68,25,Manquait cruellement de fromage.,2024-08-26,2
245,25,"Moyen, comme souvent quand il y a des légumes.",2024-08-19,3
22,7,Ces légumes sont une profanation.,2024-08-31,1
241,7,La tradition n'était pas respectée.,2024-09-25,2
278,7,La raclette sauvait un peu le tout.,2024-08-27,3
73,7,Le pire repas de ma vie de tenrac.,2024-09-14,1
167,7,"Magnifique soirée, la tradition honorée.",2024-09-06,5
190,7,Inacceptable pour l'Ordre.,2024-09-08,1
114,7,Les tenders compensaient le reste.,2024-09-11,3
17,7,Presque parfait.,2024-09-07,4
238,7,Vive l'Ordre et vive le fromage !,2024-09-01,5
259,7,Le fromage était masqué par la verdure.,2024-08-27,2
148,7,"Magnifique soirée, la tradition honorée.",2024-08-26,5
8,7,Très bonne soirée dans l'ensemble.,2024-09-24,4
165,7,Manquait cruellement de fromage.,2024-09-16,2
198,7,La tradition honorée avec brio.,2024-09-06,4
117,7,"Raclette fondante, tenders croustillants.",2024-08-28,4
33,7,On peut faire mieux sans légumes.,2024-09-14,2
130,7,Correct sans être mémorable.,2024-09-16,3
146,7,"Ni bon ni mauvais, dans la moyenne.",2024-09-18,3
87,7,Les tenders étaient excellents ce soir.,2024-09-11,4
214,7,Les tenders étaient excellents ce soir.,2024-09-16,4
184,7,"Magnifique soirée, la tradition honorée.",2024-09-05,5
218,7,Trop peu de raclette pour compenser.,2024-09-17,2
23,7,Ce repas restera dans les annales de l'ordre.,2024-09-12,5
7,7,"Horrible, les légumes ont tout gâché.",2024-09-01,1
255,7,"L'ensemble était équilibré, je suppose.",2024-09-16,3
85,4,"Raclette fondante, tenders croustillants.",2024-09-28,4
102,4,"Belle soirée, le fromage coulait bien.",2024-09-26,4
24,4,Les tenders compensaient le reste.,2024-09-16,3
138,4,"L'ensemble était équilibré, je suppose.",2024-09-24,3
269,4,"Moyen, comme souvent quand il y a des légumes.",2024-09-16,3
272,4,Le fromage était masqué par la verdure.,2024-09-13,2
100,4,"Magnifique soirée, la tradition honorée.",2024-10-02,5
156,4,"Digne de notre Ordre, bravo.",2024-09-26,4
256,4,On peut faire mieux sans légumes.,2024-09-21,2
240,4,Presque parfait.,2024-09-21,5
115,4,La tradition honorée avec brio.,2024-09-23,4
145,4,Presque parfait.,2024-10-02,5
271,4,"Belle soirée, le fromage coulait bien.",2024-09-28,4
48,4,Les légumes ont pris trop de place.,2024-09-16,2
53,4,Manquait cruellement de fromage.,2024-09-28,2
227,4,"Digne de notre Ordre, bravo.",2024-09-17,4
280,4,Presque parfait.,2024-10-03,4
286,4,Quelques légumes mais ça passe.,2024-09-28,3
144,4,La raclette sauvait un peu le tout.,2024-09-14,3
267,4,Le meilleur mélange tenders-raclette jamais goûté.,2024-09-11,5
35,4,"Moyen, comme souvent quand il y a des légumes.",2024-09-08,3
201,4,La tradition honorée avec brio.,2024-09-22,4
230,4,"Digne de notre Ordre, bravo.",2024-10-04,4
57,4,"Ni bon ni mauvais, dans la moyenne.",2024-09-21,3
31,4,"Magnifique soirée, la tradition honorée.",2024-10-05,5
292,4,Vive l'Ordre et vive le fromage !,2024-09-13,5
222,4,"Magnifique soirée, la tradition honorée.",2024-09-22,5
224,4,"Magnifique soirée, la tradition honorée.",2024-09-14,5
265,4,Acceptable pour un soir ordinaire.,2024-09-27,3
79,20,"Très bon repas, la raclette était généreuse.",2024-11-05,4
253,20,"Ni bon ni mauvais, dans la moyenne.",2024-11-01,3
69,20,"Raclette fondante, tenders croustillants.",2024-10-15,4
100,20,Acceptable pour un soir ordinaire.,2024-11-02,3
109,20,Très bonne soirée dans l'ensemble.,2024-10-22,4
124,20,"Très bon repas, la raclette était généreuse.",2024-10-25,4
20,20,Déçu par ce choix culinaire.,2024-11-06,2
126,20,Je serais au paradis si ce repas durait éternellement.,2024-10-22,5
107,20,Pas à la hauteur des attentes.,2024-11-02,2
38,20,Un désastre fromager.,2024-10-29,1
207,20,La raclette coulait avec une grâce infinie.,2024-10-25,5
14,20,Vive l'Ordre et vive le fromage !,2024-10-18,5
6,20,La raclette était parfaitement fondante.,2024-10-27,4
212,20,La raclette coulait avec une grâce infinie.,2024-10-21,5
165,20,"Rien d'exceptionnel, mais je suis repu.",2024-10-22,3
281,20,Pas à la hauteur des attentes.,2024-10-31,2
16,20,La raclette était parfaitement fondante.,2024-10-22,4
22,20,Le fromage était masqué par la verdure.,2024-11-01,2
127,20,Le meilleur mélange tenders-raclette jamais goûté.,2024-11-03,5
224,20,La raclette sauvait un peu le tout.,2024-11-01,3
96,5,Manquait cruellement de fromage.,2025-03-20,2
156,5,Quelques légumes mais ça passe.,2025-03-13,3
58,5,La raclette était parfaitement fondante.,2025-03-07,4
145,5,Le fromage était masqué par la verdure.,2025-03-12,2
167,5,Le fromage était masqué par la verdure.,2025-03-15,2
109,5,"Bon festin, ambiance au rendez-vous.",2025-04-02,4
264,5,Très bonne soirée dans l'ensemble.,2025-03-07,4
14,5,Acceptable pour un soir ordinaire.,2025-03-09,3
186,5,Quelques légumes mais ça passe.,2025-03-17,3
79,5,"Belle soirée, le fromage coulait bien.",2025-03-27,4
239,5,Je n'aurais pas dû venir.,2025-03-07,1
116,5,La raclette était froide et insipide.,2025-03-18,1
213,5,On peut faire mieux sans légumes.,2025-03-22,2
114,5,La raclette était parfaitement fondante.,2025-03-18,4
262,5,"Très bon repas, la raclette était généreuse.",2025-03-11,4
223,5,"Magnifique soirée, la tradition honorée.",2025-03-17,5
201,5,Vive l'Ordre et vive le fromage !,2025-04-04,5
287,5,"Moyen, comme souvent quand il y a des légumes.",2025-04-01,3
200,15,"Digne de notre Ordre, bravo.",2025-03-20,4
40,15,"Pas mémorable, mais pas honteux non plus.",2025-03-08,3
255,15,"Bon festin, ambiance au rendez-vous.",2025-03-17,4
22,15,"Raclette fondante, tenders croustillants.",2025-04-04,4
147,15,"Raclette fondante, tenders croustillants.",2025-03-25,4
72,15,"Rien d'exceptionnel, mais je suis repu.",2025-04-02,3
244,15,Vive l'Ordre et vive le fromage !,2025-04-05,5
55,15,Le meilleur mélange tenders-raclette jamais goûté.,2025-03-23,5
65,15,La tradition honorée avec brio.,2025-03-16,4
63,15,"Raclette fondante, tenders croustillants.",2025-03-23,4
236,15,"Parfait, absolument parfait !",2025-03-20,5
181,15,"Bon festin, ambiance au rendez-vous.",2025-03-29,4
283,15,"Raclette fondante, tenders croustillants.",2025-03-31,4
228,15,"Belle soirée, le fromage coulait bien.",2025-04-03,4
181,16,"Pas mémorable, mais pas honteux non plus.",2025-06-30,3
148,16,Pas à la hauteur des attentes.,2025-06-20,2
186,16,"Rien d'exceptionnel, mais je suis repu.",2025-06-01,3
110,16,"Raclette fondante, tenders croustillants.",2025-06-19,4
200,16,Vive l'Ordre et vive le fromage !,2025-06-22,5
25,16,"Parfait, absolument parfait !",2025-06-03,5
55,16,"Magnifique soirée, la tradition honorée.",2025-06-05,5
